,LOCAL_DATE,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL
21915,1/1/2000 0:00,-4.7,0
21916,1/2/2000 0:00,-0.2,5
21917,1/3/2000 0:00,1.4,0.4
21918,1/4/2000 0:00,0.8,10.2
21919,1/5/2000 0:00,-9.2,0
21920,1/6/2000 0:00,-6.2,0
21921,1/7/2000 0:00,-2.8,6
21922,1/8/2000 0:00,-6.8,0
21923,1/9/2000 0:00,0.3,0
21924,1/10/2000 0:00,2.6,35.8
21925,1/11/2000 0:00,2.6,1.2
21926,1/12/2000 0:00,-6.2,0
21927,1/13/2000 0:00,-15.5,0
21928,1/14/2000 0:00,-18.3,0
21929,1/15/2000 0:00,-15.1,0
21930,1/16/2000 0:00,-12.4,12.6
21931,1/17/2000 0:00,-22.2,0
21932,1/18/2000 0:00,-22.2,0
21933,1/19/2000 0:00,-18.5,0
21934,1/20/2000 0:00,-14.4,2.2
21935,1/21/2000 0:00,-18.3,0
21936,1/22/2000 0:00,-22.1,0
21937,1/23/2000 0:00,-18.6,0.4
21938,1/24/2000 0:00,-9.3,0.2
21939,1/25/2000 0:00,-10.9,4.2
21940,1/26/2000 0:00,-9.4,7.6
21941,1/27/2000 0:00,-15.9,0
21942,1/28/2000 0:00,-15.8,0.2
21943,1/29/2000 0:00,-13.2,0
21944,1/30/2000 0:00,-8.2,0.6
21945,1/31/2000 0:00,-3.7,9.2
21946,2/1/2000 0:00,-7.1,0.7
21947,2/2/2000 0:00,-14.3,0.6
21948,2/3/2000 0:00,-15.5,0
21949,2/4/2000 0:00,-15,0
21950,2/5/2000 0:00,-11.5,0.8
21951,2/6/2000 0:00,-8.7,0
21952,2/7/2000 0:00,-9.8,0
21953,2/8/2000 0:00,-12.9,0
21954,2/9/2000 0:00,-4.2,5.2
21955,2/10/2000 0:00,-12.2,8.8
21956,2/11/2000 0:00,-9.4,9.8
21957,2/12/2000 0:00,-16.1,0
21958,2/13/2000 0:00,-14.2,4.1
21959,2/14/2000 0:00,-6.1,20.4
21960,2/15/2000 0:00,-6.2,0
21961,2/16/2000 0:00,-5.8,14.2
21962,2/17/2000 0:00,-16.2,0
21963,2/18/2000 0:00,-13.9,0
21964,2/19/2000 0:00,-8.6,0
21965,2/20/2000 0:00,-8,0.2
21966,2/21/2000 0:00,-7.9,0
21967,2/22/2000 0:00,-3.5,0
21968,2/23/2000 0:00,3.1,0
21969,2/24/2000 0:00,3.9,0.8
21970,2/25/2000 0:00,1.3,0
21971,2/26/2000 0:00,4.5,0
21972,2/27/2000 0:00,7.2,6.4
21973,2/28/2000 0:00,3.2,1
21974,2/29/2000 0:00,0.5,0
21975,3/1/2000 0:00,2.1,3.4
21976,3/2/2000 0:00,2,0
21977,3/3/2000 0:00,-1,3.2
21978,3/4/2000 0:00,-0.8,0
21979,3/5/2000 0:00,1.6,1.5
21980,3/6/2000 0:00,0.6,0
21981,3/7/2000 0:00,2.8,0
21982,3/8/2000 0:00,5.2,0
21983,3/9/2000 0:00,6.3,3.7
21984,3/10/2000 0:00,-6.7,0
21985,3/11/2000 0:00,-3.6,4.8
21986,3/12/2000 0:00,-3,11.6
21987,3/13/2000 0:00,-8.5,0
21988,3/14/2000 0:00,-2.3,3.6
21989,3/15/2000 0:00,2.5,5.1
21990,3/16/2000 0:00,0.9,8.5
21991,3/17/2000 0:00,-5.9,0
21992,3/18/2000 0:00,-6.6,0
21993,3/19/2000 0:00,-0.1,0
21994,3/20/2000 0:00,4.4,0
21995,3/21/2000 0:00,4.6,0
21996,3/22/2000 0:00,6.6,0
21997,3/23/2000 0:00,8.5,0
21998,3/24/2000 0:00,6.2,0
21999,3/25/2000 0:00,7.1,3.2
22000,3/26/2000 0:00,4.8,0
22001,3/27/2000 0:00,5.9,0.6
22002,3/28/2000 0:00,6.1,15.2
22003,3/29/2000 0:00,3.4,4.8
22004,3/30/2000 0:00,3.5,0.6
22005,3/31/2000 0:00,3.1,0
22006,4/1/2000 0:00,7,0
22007,4/2/2000 0:00,6.6,2
22008,4/3/2000 0:00,4.4,1
22009,4/4/2000 0:00,6.9,15
22010,4/5/2000 0:00,1.6,1.5
22011,4/6/2000 0:00,1.4,2
22012,4/7/2000 0:00,4.8,0.5
22013,4/8/2000 0:00,2.4,32.2
22014,4/9/2000 0:00,-2.1,35.5
22015,4/10/2000 0:00,1.6,0
22016,4/11/2000 0:00,-1.1,4
22017,4/12/2000 0:00,-0.1,1.4
22018,4/13/2000 0:00,0.6,0
22019,4/14/2000 0:00,5.9,0
22020,4/15/2000 0:00,12.6,0
22021,4/16/2000 0:00,5.4,0
22022,4/17/2000 0:00,1.2,0
22023,4/18/2000 0:00,5.5,0
22024,4/19/2000 0:00,8.2,0
22025,4/20/2000 0:00,10.3,0
22026,4/21/2000 0:00,5.9,10.5
22027,4/22/2000 0:00,5.4,5
22028,4/23/2000 0:00,5.9,0.5
22030,4/25/2000 0:00,5.8,0
22031,4/26/2000 0:00,5.9,0
22032,4/27/2000 0:00,6.8,0
22033,4/28/2000 0:00,10.9,0
22034,4/29/2000 0:00,12.2,0.4
22035,4/30/2000 0:00,8,0
22036,5/1/2000 0:00,9.8,1
22037,5/2/2000 0:00,9.7,0
22038,5/3/2000 0:00,10.3,0
22039,5/4/2000 0:00,14.8,0.5
22040,5/5/2000 0:00,19.1,0
22041,5/6/2000 0:00,13.8,1.5
22042,5/7/2000 0:00,18.3,5.5
22045,5/10/2000 0:00,9.6,29.5
22046,5/11/2000 0:00,13,1.5
22047,5/12/2000 0:00,14.4,0
22048,5/13/2000 0:00,16.5,2.5
22049,5/14/2000 0:00,12.1,0
22050,5/15/2000 0:00,10.4,0
22051,5/16/2000 0:00,11.9,0
22052,5/17/2000 0:00,13.3,0
22053,5/18/2000 0:00,9.5,34.5
22054,5/19/2000 0:00,7.2,0
22055,5/20/2000 0:00,10,0
22056,5/21/2000 0:00,13.1,0
22057,5/22/2000 0:00,15.8,0
22058,5/23/2000 0:00,16.2,1
22059,5/24/2000 0:00,17.1,22
22060,5/25/2000 0:00,14.7,6
22061,5/26/2000 0:00,13.1,1.5
22062,5/27/2000 0:00,12.7,0
22063,5/28/2000 0:00,12.9,0
22064,5/29/2000 0:00,14,0
22065,5/30/2000 0:00,16.1,0
22066,5/31/2000 0:00,16.9,0
22067,6/1/2000 0:00,19.5,0
22068,6/2/2000 0:00,16.5,0.5
22069,6/3/2000 0:00,15.5,1
22070,6/4/2000 0:00,10.9,1
22071,6/5/2000 0:00,11.6,0
22072,6/6/2000 0:00,11.6,0.5
22073,6/7/2000 0:00,14.1,0
22074,6/8/2000 0:00,15.3,3.5
22075,6/9/2000 0:00,15.7,0
22076,6/10/2000 0:00,11.1,3
22077,6/11/2000 0:00,10.9,13
22078,6/12/2000 0:00,14.5,0
22079,6/13/2000 0:00,16.4,0
22080,6/14/2000 0:00,15.6,0
22081,6/15/2000 0:00,20,18
22082,6/16/2000 0:00,23.3,0.5
22083,6/17/2000 0:00,18.7,0.5
22084,6/18/2000 0:00,13.3,0
22085,6/19/2000 0:00,15.4,0.5
22086,6/20/2000 0:00,19.6,0
22087,6/21/2000 0:00,20.1,11
22088,6/22/2000 0:00,22,3
22089,6/23/2000 0:00,18.4,0
22090,6/24/2000 0:00,19.7,0
22091,6/25/2000 0:00,22.3,15
22092,6/26/2000 0:00,24.7,0
22093,6/27/2000 0:00,21.1,3.5
22094,6/28/2000 0:00,19,0
22095,6/29/2000 0:00,19.6,0
22096,6/30/2000 0:00,19.4,3
22097,7/1/2000 0:00,20.5,15
22098,7/2/2000 0:00,21.9,0.5
22099,7/3/2000 0:00,19.2,3.5
22100,7/4/2000 0:00,20.7,0.5
22101,7/5/2000 0:00,17,0
22102,7/6/2000 0:00,16.8,0
22103,7/7/2000 0:00,15.5,2.5
22104,7/8/2000 0:00,17.5,0
22105,7/9/2000 0:00,17.5,3.5
22106,7/10/2000 0:00,20.1,2
22107,7/11/2000 0:00,19.3,0
22108,7/12/2000 0:00,20.8,0
22109,7/13/2000 0:00,22.3,0
22110,7/14/2000 0:00,22.3,0
22111,7/15/2000 0:00,21.2,0.5
22112,7/16/2000 0:00,20.5,3
22113,7/17/2000 0:00,21.8,0.5
22114,7/18/2000 0:00,18.9,4.5
22115,7/19/2000 0:00,16.3,0
22116,7/20/2000 0:00,16.3,0
22117,7/21/2000 0:00,17.7,0
22118,7/22/2000 0:00,17.9,1.5
22119,7/23/2000 0:00,18.9,4.5
22120,7/24/2000 0:00,21.5,0
22121,7/25/2000 0:00,22.4,0
22122,7/26/2000 0:00,23.5,0
22123,7/27/2000 0:00,21.3,3.5
22124,7/28/2000 0:00,22.8,0.5
22125,7/29/2000 0:00,23,1.5
22126,7/30/2000 0:00,23.5,0
22127,7/31/2000 0:00,23.4,0
22128,8/1/2000 0:00,21.2,7
22129,8/2/2000 0:00,24,0
22130,8/3/2000 0:00,20.2,7
22131,8/4/2000 0:00,18.1,0
22132,8/5/2000 0:00,19.7,0
22133,8/6/2000 0:00,20.6,0
22134,8/7/2000 0:00,21.6,4
22135,8/8/2000 0:00,22.1,0.5
22136,8/9/2000 0:00,22.3,10.5
22137,8/10/2000 0:00,22,0
22138,8/11/2000 0:00,19.3,2
22139,8/12/2000 0:00,21.4,0
22140,8/13/2000 0:00,20.1,0
22141,8/14/2000 0:00,21,0
22142,8/15/2000 0:00,22.1,32.5
22143,8/16/2000 0:00,19.1,10
22144,8/17/2000 0:00,13.6,0
22145,8/18/2000 0:00,16.1,0
22146,8/19/2000 0:00,17,3
22147,8/20/2000 0:00,15.9,1
22148,8/21/2000 0:00,17.2,0
22149,8/22/2000 0:00,18.3,0
22150,8/23/2000 0:00,17,11
22151,8/24/2000 0:00,19.6,0
22152,8/25/2000 0:00,21.3,0
22153,8/26/2000 0:00,21,13.5
22154,8/27/2000 0:00,18.9,0.5
22155,8/28/2000 0:00,16.8,0
22156,8/29/2000 0:00,19.2,0
22157,8/30/2000 0:00,23.3,0
22158,8/31/2000 0:00,23.9,0
22159,9/1/2000 0:00,22.8,0
22160,9/2/2000 0:00,14.7,7
22161,9/3/2000 0:00,16.4,4
22162,9/4/2000 0:00,12.9,0
22163,9/5/2000 0:00,11,0
22164,9/6/2000 0:00,11.6,0
22165,9/7/2000 0:00,16.7,0
22166,9/8/2000 0:00,18.8,0
22167,9/9/2000 0:00,17.7,0
22168,9/10/2000 0:00,18.2,0
22169,9/11/2000 0:00,19.4,15
22170,9/12/2000 0:00,20.5,18.5
22171,9/13/2000 0:00,16.7,0
22172,9/14/2000 0:00,16.9,0.5
22173,9/15/2000 0:00,13.6,7
22175,9/17/2000 0:00,13.7,0
22176,9/18/2000 0:00,14.5,0
22177,9/19/2000 0:00,18.3,0
22178,9/20/2000 0:00,19.3,0
22179,9/21/2000 0:00,16,4
22180,9/22/2000 0:00,11.3,0
22181,9/23/2000 0:00,12.2,8
22182,9/24/2000 0:00,9.2,0.5
22183,9/25/2000 0:00,8,0
22184,9/26/2000 0:00,9.3,0
22185,9/27/2000 0:00,11.5,0.5
22186,9/28/2000 0:00,3.9,0
22187,9/29/2000 0:00,6,0
22188,9/30/2000 0:00,13,0
22189,10/1/2000 0:00,15.9,0
22190,10/2/2000 0:00,17.1,0
22191,10/3/2000 0:00,16.4,0
22192,10/4/2000 0:00,11.1,0
22193,10/5/2000 0:00,8.4,1.5
22194,10/6/2000 0:00,7.8,2
22195,10/7/2000 0:00,6.4,2.5
22196,10/8/2000 0:00,4.8,0.5
22197,10/9/2000 0:00,4.7,0
22198,10/10/2000 0:00,3.1,2.2
22199,10/11/2000 0:00,9.3,0
22200,10/12/2000 0:00,11.2,0
22201,10/13/2000 0:00,14.8,0
22202,10/14/2000 0:00,17.3,2
22203,10/15/2000 0:00,10.8,0
22204,10/16/2000 0:00,4.4,0
22205,10/17/2000 0:00,8.1,0
22206,10/18/2000 0:00,10.1,11
22207,10/19/2000 0:00,9.3,0
22208,10/20/2000 0:00,10.6,0
22209,10/21/2000 0:00,10.4,0.5
22210,10/22/2000 0:00,4.4,0
22211,10/23/2000 0:00,5.6,0
22212,10/24/2000 0:00,11.5,0
22213,10/25/2000 0:00,10.7,0
22214,10/26/2000 0:00,13.8,0
22215,10/27/2000 0:00,12.8,1
22216,10/28/2000 0:00,3.7,0
22217,10/29/2000 0:00,0.9,1.5
22218,10/30/2000 0:00,3,0
22219,10/31/2000 0:00,2.9,0
22220,11/1/2000 0:00,3.1,0
22221,11/2/2000 0:00,5,0
22222,11/3/2000 0:00,7.5,0
22223,11/4/2000 0:00,5,0
22224,11/5/2000 0:00,5,1.2
22225,11/6/2000 0:00,4.7,0
22226,11/7/2000 0:00,8.1,0
22227,11/8/2000 0:00,6,0
22228,11/9/2000 0:00,8.7,2.3
22229,11/10/2000 0:00,9.3,17.5
22230,11/11/2000 0:00,5.2,0.4
22231,11/12/2000 0:00,2.8,0
22232,11/13/2000 0:00,3.8,0
22233,11/14/2000 0:00,5.3,9.9
22234,11/15/2000 0:00,2.1,0
22235,11/16/2000 0:00,3,0
22236,11/17/2000 0:00,2.7,0.6
22237,11/18/2000 0:00,-0.8,0
22238,11/19/2000 0:00,1.3,0.2
22239,11/20/2000 0:00,2.7,1
22240,11/21/2000 0:00,-0.6,3.7
22241,11/22/2000 0:00,-4.4,0.8
22242,11/23/2000 0:00,-8.7,0
22243,11/24/2000 0:00,-10.3,0
22244,11/25/2000 0:00,-2.3,0
22245,11/26/2000 0:00,0.4,17
22246,11/27/2000 0:00,1.9,5.4
22247,11/28/2000 0:00,3.1,2.2
22248,11/29/2000 0:00,2.8,0.4
22249,11/30/2000 0:00,0.9,1
22250,12/1/2000 0:00,-3.4,0
22251,12/2/2000 0:00,-6.3,0
22252,12/3/2000 0:00,-5.2,0
22253,12/4/2000 0:00,-0.3,0
22254,12/5/2000 0:00,-4.2,0.8
22255,12/6/2000 0:00,-10.7,0.6
22256,12/7/2000 0:00,-13.4,2.2
22257,12/8/2000 0:00,-18,0
22258,12/9/2000 0:00,-15.2,0
22259,12/10/2000 0:00,-9,0
22260,12/11/2000 0:00,-3.3,5.6
22261,12/12/2000 0:00,-11.3,24.2
22262,12/13/2000 0:00,-16.4,0.2
22263,12/14/2000 0:00,-10.2,12.6
22264,12/15/2000 0:00,-10.7,0
22265,12/16/2000 0:00,-4,22
22266,12/17/2000 0:00,5.5,14.6
22267,12/18/2000 0:00,-4,0.6
22268,12/19/2000 0:00,-10.5,2.7
22269,12/20/2000 0:00,-10,3.4
22270,12/21/2000 0:00,-11.6,0
22271,12/22/2000 0:00,-8.6,0.6
22272,12/23/2000 0:00,-12.6,0
22273,12/24/2000 0:00,-15,3.2
22274,12/25/2000 0:00,-16.2,1.4
22275,12/26/2000 0:00,-15.1,0
22276,12/27/2000 0:00,-13.4,0
22277,12/28/2000 0:00,-12.5,2
22278,12/29/2000 0:00,-8.2,0
22279,12/30/2000 0:00,-6.4,8
22280,12/31/2000 0:00,-5.2,16.7
22281,1/1/2001 0:00,-8.7,0
22282,1/2/2001 0:00,-12.3,0
22283,1/3/2001 0:00,-6.8,0.7
22284,1/4/2001 0:00,-10.1,0.7
22285,1/5/2001 0:00,-12.2,5.4
22286,1/6/2001 0:00,-5.5,1.7
22287,1/7/2001 0:00,-5.5,0.5
22288,1/8/2001 0:00,-5.4,3.8
22289,1/9/2001 0:00,-11.8,1.3
22290,1/10/2001 0:00,-14.8,0
22291,1/11/2001 0:00,-6,0.4
22292,1/12/2001 0:00,-12.2,0
22293,1/13/2001 0:00,-10,0
22294,1/14/2001 0:00,-4.1,0
22295,1/15/2001 0:00,-9.2,8.8
22296,1/16/2001 0:00,-4.9,2.8
22297,1/17/2001 0:00,-12.1,1.6
22298,1/18/2001 0:00,-13.9,0
22299,1/19/2001 0:00,-6.8,0
22300,1/20/2001 0:00,-16.1,0
22301,1/21/2001 0:00,-16.4,0.3
22302,1/22/2001 0:00,-12.1,0
22303,1/23/2001 0:00,-3.3,0
22304,1/24/2001 0:00,-0.6,2.1
22305,1/25/2001 0:00,-8.2,0.7
22306,1/26/2001 0:00,-7.9,0
22307,1/27/2001 0:00,-5.4,0.4
22308,1/28/2001 0:00,-11,0
22309,1/29/2001 0:00,-10.3,0
22310,1/30/2001 0:00,-7.8,12
22311,1/31/2001 0:00,-5.9,5.2
22312,2/1/2001 0:00,-8.5,0.6
22313,2/2/2001 0:00,-5.5,2.2
22314,2/3/2001 0:00,-11.7,0.4
22315,2/4/2001 0:00,-15.6,0.4
22316,2/5/2001 0:00,-7.6,8
22317,2/6/2001 0:00,-2,2.9
22318,2/7/2001 0:00,-5.7,0
22319,2/8/2001 0:00,-8.7,0
22320,2/9/2001 0:00,-2.8,15.4
22321,2/10/2001 0:00,-3.5,3.2
22322,2/11/2001 0:00,-15.7,0
22323,2/12/2001 0:00,-15.3,0
22324,2/13/2001 0:00,-9.3,0
22325,2/14/2001 0:00,-5,9.2
22326,2/15/2001 0:00,-7.7,0
22327,2/16/2001 0:00,-12.2,0
22328,2/17/2001 0:00,-11.5,1.6
22329,2/18/2001 0:00,-12.6,0
22330,2/19/2001 0:00,-4.1,6.4
22331,2/20/2001 0:00,1.1,0.6
22332,2/21/2001 0:00,-9.3,0
22333,2/22/2001 0:00,-18.6,1
22334,2/23/2001 0:00,-10.3,3
22335,2/24/2001 0:00,-13.9,0
22336,2/25/2001 0:00,-3.1,18.9
22337,2/26/2001 0:00,-1.4,0.4
22338,2/27/2001 0:00,-8.2,0
22339,2/28/2001 0:00,-12.9,0
22340,3/1/2001 0:00,-15.2,0
22341,3/2/2001 0:00,-13,0.3
22342,3/3/2001 0:00,-12.3,0
22343,3/4/2001 0:00,-10.5,0
22344,3/5/2001 0:00,-6,4
22345,3/6/2001 0:00,-1,5
22346,3/7/2001 0:00,-3.8,0
22347,3/8/2001 0:00,-4.3,0
22348,3/9/2001 0:00,0.2,1.2
22349,3/10/2001 0:00,0.3,0
22350,3/11/2001 0:00,-5,6.6
22351,3/12/2001 0:00,-10.2,0
22352,3/13/2001 0:00,-2.5,16.2
22353,3/14/2001 0:00,-0.2,0.6
22354,3/15/2001 0:00,-0.5,0
22355,3/16/2001 0:00,-3.9,0
22356,3/17/2001 0:00,-3.6,0
22357,3/18/2001 0:00,-0.6,0
22358,3/19/2001 0:00,-0.2,0
22359,3/20/2001 0:00,1.6,0
22360,3/21/2001 0:00,1.8,0
22361,3/22/2001 0:00,2,42.8
22362,3/23/2001 0:00,0.5,21
22363,3/24/2001 0:00,-1.6,0
22364,3/25/2001 0:00,-5.8,0
22365,3/26/2001 0:00,-5.6,0
22366,3/27/2001 0:00,-4.2,0.5
22367,3/28/2001 0:00,-0.2,0.4
22368,3/29/2001 0:00,-1,0
22369,3/30/2001 0:00,1.5,8.4
22370,3/31/2001 0:00,0.2,2.8
22371,4/1/2001 0:00,0.3,0.4
22372,4/2/2001 0:00,0.4,0
22373,4/3/2001 0:00,1.3,0
22374,4/4/2001 0:00,4.2,0
22375,4/5/2001 0:00,4.2,0
22376,4/6/2001 0:00,2.2,2.8
22377,4/7/2001 0:00,2.3,0
22378,4/8/2001 0:00,4.7,2.5
22379,4/9/2001 0:00,6.4,0
22380,4/10/2001 0:00,6,0
22381,4/11/2001 0:00,7.3,0
22382,4/12/2001 0:00,8.2,6.5
22383,4/13/2001 0:00,6.7,0
22384,4/14/2001 0:00,5.4,0
22385,4/15/2001 0:00,5.2,0
22386,4/16/2001 0:00,4.8,0
22387,4/17/2001 0:00,5,0
22388,4/18/2001 0:00,3.5,0
22389,4/19/2001 0:00,3,0
22390,4/20/2001 0:00,8.1,0
22391,4/21/2001 0:00,11.6,0
22392,4/22/2001 0:00,13.2,0.5
22393,4/23/2001 0:00,13.5,0
22394,4/24/2001 0:00,11.2,0
22395,4/25/2001 0:00,7.1,0
22396,4/26/2001 0:00,10.6,0
22397,4/27/2001 0:00,9,0
22398,4/28/2001 0:00,5.1,0
22399,4/29/2001 0:00,8.4,0
22400,4/30/2001 0:00,14.7,1
22401,5/1/2001 0:00,20.2,0
22402,5/2/2001 0:00,22.6,0
22403,5/3/2001 0:00,23.4,0
22404,5/4/2001 0:00,15.3,3.5
22405,5/5/2001 0:00,10.1,0
22406,5/6/2001 0:00,10.6,0
22407,5/7/2001 0:00,13.7,0
22408,5/8/2001 0:00,16.6,0
22409,5/9/2001 0:00,18.8,0.5
22410,5/10/2001 0:00,19.1,0
22411,5/11/2001 0:00,20.4,0
22412,5/12/2001 0:00,12.2,15.5
22413,5/13/2001 0:00,10,0
22414,5/14/2001 0:00,11.3,0
22415,5/15/2001 0:00,10.6,0.5
22416,5/16/2001 0:00,14.4,0
22417,5/17/2001 0:00,13.9,0
22418,5/18/2001 0:00,15.3,12.5
22419,5/19/2001 0:00,14.6,0
22420,5/20/2001 0:00,15.2,0
22421,5/21/2001 0:00,20,0
22422,5/22/2001 0:00,18,0
22423,5/23/2001 0:00,14.6,16
22424,5/24/2001 0:00,16.9,1.5
22425,5/25/2001 0:00,20.2,1
22426,5/26/2001 0:00,18.9,1
22427,5/27/2001 0:00,16.2,7.5
22428,5/28/2001 0:00,14.9,5.5
22429,5/29/2001 0:00,11,0.5
22430,5/30/2001 0:00,6.2,4.5
22431,5/31/2001 0:00,11.1,0
22432,6/1/2001 0:00,13.1,3
22433,6/2/2001 0:00,14.3,17.5
22434,6/3/2001 0:00,15,8.5
22435,6/4/2001 0:00,15.4,0.5
22436,6/5/2001 0:00,16.2,0.5
22437,6/6/2001 0:00,16.8,0
22438,6/7/2001 0:00,16.5,0
22439,6/8/2001 0:00,16.9,0
22440,6/9/2001 0:00,17.7,0
22441,6/10/2001 0:00,20.8,0
22442,6/11/2001 0:00,17.8,0
22443,6/12/2001 0:00,18.2,0
22444,6/13/2001 0:00,22.9,0
22445,6/14/2001 0:00,24.4,0
22446,6/15/2001 0:00,26.9,0
22447,6/16/2001 0:00,26.3,3
22448,6/17/2001 0:00,21.5,0.5
22449,6/18/2001 0:00,20.2,0
22450,6/19/2001 0:00,25.6,1
22451,6/20/2001 0:00,19.6,0
22452,6/21/2001 0:00,20.1,0
22453,6/22/2001 0:00,19.9,14.5
22454,6/23/2001 0:00,17.6,9
22455,6/24/2001 0:00,19.8,0
22456,6/25/2001 0:00,23.3,0
22457,6/26/2001 0:00,24.7,0
22458,6/27/2001 0:00,25.7,0
22459,6/28/2001 0:00,18.2,0
22460,6/29/2001 0:00,19.2,0
22461,6/30/2001 0:00,24.6,18
22462,7/1/2001 0:00,16.1,7.5
22463,7/2/2001 0:00,15.2,0
22464,7/3/2001 0:00,17.7,0
22465,7/4/2001 0:00,19.9,11
22466,7/5/2001 0:00,18.1,0
22467,7/6/2001 0:00,14.8,0
22468,7/7/2001 0:00,20.6,0
22469,7/8/2001 0:00,20.2,0
22470,7/9/2001 0:00,23.4,3.5
22471,7/10/2001 0:00,20.2,6.5
22472,7/11/2001 0:00,18,1.5
22473,7/12/2001 0:00,16.4,2
22474,7/13/2001 0:00,18.1,0.5
22475,7/14/2001 0:00,19.5,0
22476,7/15/2001 0:00,19.9,0
22477,7/16/2001 0:00,21.8,0
22478,7/17/2001 0:00,19.4,0.5
22479,7/18/2001 0:00,19.4,0
22480,7/19/2001 0:00,22,0
22481,7/20/2001 0:00,22.3,0
22482,7/21/2001 0:00,24.3,0
22483,7/22/2001 0:00,26.5,0
22484,7/23/2001 0:00,27.4,0
22485,7/24/2001 0:00,28.1,0
22486,7/25/2001 0:00,21.2,0
22487,7/26/2001 0:00,16.5,0
22488,7/27/2001 0:00,16.5,0
22489,7/28/2001 0:00,17.7,0
22490,7/29/2001 0:00,21,0
22491,7/30/2001 0:00,21.1,0
22492,7/31/2001 0:00,22.4,0
22493,8/1/2001 0:00,23.9,0
22494,8/2/2001 0:00,26,0
22495,8/3/2001 0:00,26.2,0
22496,8/4/2001 0:00,24.2,0
22497,8/5/2001 0:00,23.9,0
22498,8/6/2001 0:00,26.2,0
22499,8/7/2001 0:00,27.6,0
22500,8/8/2001 0:00,27.2,0
22501,8/9/2001 0:00,28.5,0
22502,8/10/2001 0:00,24.3,0
22503,8/11/2001 0:00,21,0
22504,8/12/2001 0:00,23.5,0
22505,8/13/2001 0:00,22.3,0
22506,8/14/2001 0:00,19.3,0
22507,8/15/2001 0:00,21.9,0
22508,8/16/2001 0:00,22.9,0
22509,8/17/2001 0:00,24.3,7.5
22510,8/18/2001 0:00,23,0
22511,8/19/2001 0:00,22.7,0
22512,8/20/2001 0:00,20.2,32.5
22513,8/21/2001 0:00,21.6,0
22514,8/22/2001 0:00,24.1,0
22515,8/23/2001 0:00,21.6,0
22516,8/24/2001 0:00,17.8,0
22517,8/25/2001 0:00,18,0
22518,8/26/2001 0:00,21.8,10
22519,8/27/2001 0:00,21.1,0
22520,8/28/2001 0:00,18.9,0
22521,8/29/2001 0:00,14.9,0
22522,8/30/2001 0:00,16.9,0
22523,8/31/2001 0:00,22.7,12.5
22524,9/1/2001 0:00,13.9,0
22525,9/2/2001 0:00,12.8,0
22526,9/3/2001 0:00,20.5,0
22527,9/4/2001 0:00,17.6,7
22528,9/5/2001 0:00,15.4,0
22529,9/6/2001 0:00,17.1,0
22530,9/7/2001 0:00,21.6,0
22531,9/8/2001 0:00,25.4,3
22532,9/9/2001 0:00,25.9,0
22533,9/10/2001 0:00,22.7,0
22534,9/11/2001 0:00,17.5,0
22535,9/12/2001 0:00,16.4,0
22536,9/13/2001 0:00,15,1.5
22537,9/14/2001 0:00,11.5,0
22538,9/15/2001 0:00,12.3,0
22539,9/16/2001 0:00,16.2,0
22540,9/17/2001 0:00,16.3,0
22541,9/18/2001 0:00,17,0
22542,9/19/2001 0:00,17.2,0
22543,9/20/2001 0:00,18.8,7.5
22544,9/21/2001 0:00,20.4,0
22545,9/22/2001 0:00,18.6,5
22546,9/23/2001 0:00,18.6,0
22547,9/24/2001 0:00,20.4,22
22548,9/25/2001 0:00,17.1,21
22549,9/26/2001 0:00,13.1,0
22550,9/27/2001 0:00,11.8,0
22551,9/28/2001 0:00,10.7,0
22552,9/29/2001 0:00,10.8,0
22553,9/30/2001 0:00,11.4,0
22554,10/1/2001 0:00,13.6,0
22555,10/2/2001 0:00,16.7,0
22556,10/3/2001 0:00,15.9,0
22557,10/4/2001 0:00,17.7,0
22558,10/5/2001 0:00,11.6,8
22559,10/6/2001 0:00,8.7,12.5
22560,10/7/2001 0:00,5.7,6
22561,10/8/2001 0:00,5.8,0
22562,10/9/2001 0:00,7.2,0.5
22563,10/10/2001 0:00,15.5,0.5
22564,10/11/2001 0:00,17.2,0.5
22565,10/12/2001 0:00,14.8,0
22566,10/13/2001 0:00,17,1
22567,10/14/2001 0:00,17.7,3
22568,10/15/2001 0:00,14.1,4.5
22569,10/16/2001 0:00,13.6,0
22570,10/17/2001 0:00,6.3,13.5
22571,10/18/2001 0:00,4.7,0
22572,10/19/2001 0:00,9.1,0
22573,10/20/2001 0:00,12,0
22574,10/21/2001 0:00,11.9,12
22575,10/22/2001 0:00,8.1,0
22576,10/23/2001 0:00,10.7,8
22577,10/24/2001 0:00,15,0
22578,10/25/2001 0:00,12.9,2.5
22579,10/26/2001 0:00,6.4,0.5
22580,10/27/2001 0:00,2.6,0.5
22581,10/28/2001 0:00,1.6,0
22582,10/29/2001 0:00,6.8,0
22583,10/30/2001 0:00,2.8,0
22584,10/31/2001 0:00,2.4,4
22585,11/1/2001 0:00,9.8,0.2
22586,11/2/2001 0:00,14.5,12.2
22587,11/3/2001 0:00,9.9,0
22588,11/4/2001 0:00,6.9,5.6
22589,11/5/2001 0:00,4,5.6
22590,11/6/2001 0:00,4,0
22591,11/7/2001 0:00,5.4,0
22592,11/8/2001 0:00,2.8,3.8
22593,11/9/2001 0:00,1.8,0.4
